,Start,Away,A-Pts-F,Home,H-Pts-F,Box,OT?,Attend.,Link
15038,10:00p,New Jersey Nets,111,Sacramento Kings,99,Box Score,,"14,370",/boxscores/201203310SAC.html
15039,10:30p,Utah Jazz,96,Los Angeles Clippers,105,Box Score,,"19,060",/boxscores/201203310LAC.html
15040,1:00p,Chicago Bulls,78,Oklahoma City Thunder,92,Box Score,,"18,203",/boxscores/201204010OKC.html
15041,3:30p,Miami Heat,72,Boston Celtics,91,Box Score,,"18,624",/boxscores/201204010BOS.html
15042,6:00p,Denver Nuggets,104,Orlando Magic,101,Box Score,,"18,846",/boxscores/201204010ORL.html
15043,6:00p,Washington Wizards,92,Toronto Raptors,99,Box Score,,"16,858",/boxscores/201204010TOR.html
15044,7:00p,Indiana Pacers,104,Houston Rockets,102,Box Score,OT,"18,197",/boxscores/201204010HOU.html
15045,9:00p,New Orleans Hornets,75,Phoenix Suns,92,Box Score,,"15,753",/boxscores/201204010PHO.html
15046,9:00p,Minnesota Timberwolves,106,Portland Trail Blazers,119,Box Score,,"20,359",/boxscores/201204010POR.html
15047,9:30p,Golden State Warriors,112,Los Angeles Lakers,120,Box Score,,"18,997",/boxscores/201204010LAL.html
15048,7:00p,Milwaukee Bucks,112,Washington Wizards,98,Box Score,,"16,234",/boxscores/201204020WAS.html
15049,8:00p,Houston Rockets,99,Chicago Bulls,93,Box Score,,"21,936",/boxscores/201204020CHI.html
15050,8:00p,Memphis Grizzlies,94,Oklahoma City Thunder,88,Box Score,,"18,203",/boxscores/201204020OKC.html
15051,8:30p,Los Angeles Clippers,94,Dallas Mavericks,75,Box Score,,"20,479",/boxscores/201204020DAL.html
15052,10:00p,Utah Jazz,102,Portland Trail Blazers,97,Box Score,,"20,050",/boxscores/201204020POR.html
15053,10:00p,Minnesota Timberwolves,108,Sacramento Kings,116,Box Score,,"12,279",/boxscores/201204020SAC.html
15054,7:00p,San Antonio Spurs,125,Cleveland Cavaliers,90,Box Score,,"14,759",/boxscores/201204030CLE.html
15055,7:00p,New York Knicks,104,Indiana Pacers,112,Box Score,,"17,042",/boxscores/201204030IND.html
15056,7:00p,Charlotte Bobcats,87,Toronto Raptors,92,Box Score,,"14,640",/boxscores/201204030TOR.html
15057,7:30p,Orlando Magic,95,Detroit Pistons,102,Box Score,,"16,741",/boxscores/201204030DET.html
15058,7:30p,Philadelphia 76ers,93,Miami Heat,99,Box Score,,"20,015",/boxscores/201204030MIA.html
15059,8:00p,Golden State Warriors,94,Memphis Grizzlies,98,Box Score,,"14,310",/boxscores/201204030MEM.html
15060,10:00p,Phoenix Suns,109,Sacramento Kings,100,Box Score,,"12,462",/boxscores/201204030SAC.html
15061,10:30p,New Jersey Nets,87,Los Angeles Lakers,91,Box Score,,"18,997",/boxscores/201204030LAL.html
15062,7:00p,Toronto Raptors,99,Philadelphia 76ers,78,Box Score,,"18,186",/boxscores/201204040PHI.html
15063,7:00p,Indiana Pacers,109,Washington Wizards,96,Box Score,,"14,561",/boxscores/201204040WAS.html
15064,7:30p,Charlotte Bobcats,93,Atlanta Hawks,120,Box Score,,"13,046",/boxscores/201204040ATL.html
15065,7:30p,San Antonio Spurs,87,Boston Celtics,86,Box Score,,"18,624",/boxscores/201204040BOS.html
15066,8:00p,Oklahoma City Thunder,93,Miami Heat,98,Box Score,,"20,104",/boxscores/201204040MIA.html
15067,8:00p,Cleveland Cavaliers,98,Milwaukee Bucks,107,Box Score,,"11,849",/boxscores/201204040MIL.html
15068,8:00p,Golden State Warriors,97,Minnesota Timberwolves,94,Box Score,,"17,161",/boxscores/201204040MIN.html
15069,8:00p,Denver Nuggets,92,New Orleans Hornets,94,Box Score,,"15,020",/boxscores/201204040NOH.html
15070,8:30p,Memphis Grizzlies,85,Dallas Mavericks,95,Box Score,,"20,233",/boxscores/201204040DAL.html
15071,9:00p,Phoenix Suns,107,Utah Jazz,105,Box Score,,"19,911",/boxscores/201204040UTA.html
15072,10:00p,New Jersey Nets,88,Portland Trail Blazers,101,Box Score,,"20,464",/boxscores/201204040POR.html
15073,10:30p,Los Angeles Lakers,113,Los Angeles Clippers,108,Box Score,,"19,819",/boxscores/201204040LAC.html
15074,7:00p,New York Knicks,96,Orlando Magic,80,Box Score,,"19,098",/boxscores/201204050ORL.html
15075,7:30p,Washington Wizards,94,Detroit Pistons,99,Box Score,,"12,681",/boxscores/201204050DET.html
15076,9:30p,Boston Celtics,86,Chicago Bulls,93,Box Score,,"22,423",/boxscores/201204050CHI.html
15077,10:00p,Los Angeles Clippers,93,Sacramento Kings,85,Box Score,,"14,411",/boxscores/201204050SAC.html
15078,7:00p,Oklahoma City Thunder,98,Indiana Pacers,103,Box Score,,"18,165",/boxscores/201204060IND.html
15079,7:30p,Detroit Pistons,96,Atlanta Hawks,101,Box Score,,"15,143",/boxscores/201204060ATL.html
15080,7:30p,Memphis Grizzlies,97,Miami Heat,82,Box Score,,"20,008",/boxscores/201204060MIA.html
15081,7:30p,Washington Wizards,98,New Jersey Nets,110,Box Score,,"12,783",/boxscores/201204060NJN.html
15082,7:30p,Cleveland Cavaliers,84,Toronto Raptors,80,Box Score,,"16,565",/boxscores/201204060TOR.html
15083,8:30p,Portland Trail Blazers,99,Dallas Mavericks,97,Box Score,OT,"20,544",/boxscores/201204060DAL.html
15084,8:30p,Charlotte Bobcats,90,Milwaukee Bucks,95,Box Score,,"13,374",/boxscores/201204060MIL.html
15085,8:30p,New Orleans Hornets,103,San Antonio Spurs,128,Box Score,,"18,581",/boxscores/201204060SAS.html
15086,9:00p,Phoenix Suns,99,Denver Nuggets,105,Box Score,,"19,155",/boxscores/201204060DEN.html
15087,9:00p,Golden State Warriors,98,Utah Jazz,104,Box Score,,"18,933",/boxscores/201204060UTA.html
15088,10:30p,Houston Rockets,112,Los Angeles Lakers,107,Box Score,,"18,997",/boxscores/201204060LAL.html
15089,7:00p,Boston Celtics,86,Indiana Pacers,72,Box Score,,"16,892",/boxscores/201204070IND.html
15090,8:00p,Atlanta Hawks,116,Charlotte Bobcats,96,Box Score,,"14,715",/boxscores/201204070CHA.html
15091,8:00p,Dallas Mavericks,89,Memphis Grizzlies,94,Box Score,,"18,119",/boxscores/201204070MEM.html
15092,8:00p,Minnesota Timberwolves,90,New Orleans Hornets,99,Box Score,,"15,520",/boxscores/201204070NOH.html
15093,8:00p,Orlando Magic,88,Philadelphia 76ers,82,Box Score,,"19,775",/boxscores/201204070PHI.html
15094,8:30p,Portland Trail Blazers,94,Milwaukee Bucks,116,Box Score,,"14,969",/boxscores/201204070MIL.html
15095,10:00p,Los Angeles Lakers,105,Phoenix Suns,125,Box Score,,"18,237",/boxscores/201204070PHO.html
15096,10:30p,Denver Nuggets,97,Golden State Warriors,112,Box Score,,"18,942",/boxscores/201204070GSW.html
15097,10:30p,Sacramento Kings,94,Los Angeles Clippers,109,Box Score,,"19,060",/boxscores/201204070LAC.html
15098,1:00p,Chicago Bulls,99,New York Knicks,100,Box Score,OT,"19,763",/boxscores/201204080NYK.html
15099,6:00p,Philadelphia 76ers,79,Boston Celtics,103,Box Score,,"18,624",/boxscores/201204080BOS.html
15100,6:00p,Detroit Pistons,75,Miami Heat,98,Box Score,,"20,017",/boxscores/201204080MIA.html
15101,6:00p,Cleveland Cavaliers,117,New Jersey Nets,122,Box Score,OT,"11,341",/boxscores/201204080NJN.html
15102,7:00p,Toronto Raptors,75,Oklahoma City Thunder,91,Box Score,,"18,203",/boxscores/201204080OKC.html
15103,7:00p,Utah Jazz,104,San Antonio Spurs,114,Box Score,,"18,581",/boxscores/201204080SAS.html
15104,9:00p,Houston Rockets,104,Sacramento Kings,87,Box Score,,"13,299",/boxscores/201204080SAC.html
15105,7:00p,Washington Wizards,113,Charlotte Bobcats,85,Box Score,,"10,303",/boxscores/201204090CHA.html
15106,7:00p,Toronto Raptors,98,Indiana Pacers,103,Box Score,,"11,021",/boxscores/201204090IND.html
15107,7:00p,Detroit Pistons,89,Orlando Magic,119,Box Score,,"18,998",/boxscores/201204090ORL.html
15108,8:00p,Los Angeles Clippers,85,Memphis Grizzlies,94,Box Score,,"17,219",/boxscores/201204090MEM.html
15109,8:00p,Oklahoma City Thunder,109,Milwaukee Bucks,89,Box Score,,"14,111",/boxscores/201204090MIL.html
15110,8:00p,Los Angeles Lakers,93,New Orleans Hornets,91,Box Score,,"17,275",/boxscores/201204090NOH.html
15111,9:00p,Golden State Warriors,84,Denver Nuggets,123,Box Score,,"15,530",/boxscores/201204090DEN.html
15112,9:00p,Phoenix Suns,114,Minnesota Timberwolves,90,Box Score,,"17,274",/boxscores/201204090MIN.html
15113,9:00p,San Antonio Spurs,84,Utah Jazz,91,Box Score,,"19,911",/boxscores/201204090UTA.html
15114,10:00p,Houston Rockets,94,Portland Trail Blazers,89,Box Score,,"20,487",/boxscores/201204090POR.html
15115,7:00p,Charlotte Bobcats,90,Cleveland Cavaliers,103,Box Score,,"13,576",/boxscores/201204100CLE.html
15116,7:00p,Boston Celtics,115,Miami Heat,107,Box Score,,"19,954",/boxscores/201204100MIA.html
15117,7:00p,Orlando Magic,85,Washington Wizards,93,Box Score,,"15,355",/boxscores/201204100WAS.html
15118,7:30p,Philadelphia 76ers,107,New Jersey Nets,88,Box Score,,"15,376",/boxscores/201204100NJN.html
15119,8:30p,Sacramento Kings,100,Dallas Mavericks,110,Box Score,,"20,241",/boxscores/201204100DAL.html
15120,9:30p,New York Knicks,86,Chicago Bulls,98,Box Score,,"22,131",/boxscores/201204100CHI.html
15121,7:00p,Indiana Pacers,104,Cleveland Cavaliers,98,Box Score,OT,"14,307",/boxscores/201204110CLE.html
15122,7:00p,Philadelphia 76ers,93,Toronto Raptors,75,Box Score,,"16,324",/boxscores/201204110TOR.html
15123,8:00p,Atlanta Hawks,86,Boston Celtics,88,Box Score,OT,"18,624",/boxscores/201204110BOS.html
15124,8:00p,Utah Jazz,103,Houston Rockets,91,Box Score,,"18,273",/boxscores/201204110HOU.html
15125,8:00p,Phoenix Suns,93,Memphis Grizzlies,104,Box Score,,"15,239",/boxscores/201204110MEM.html
15126,8:00p,New York Knicks,111,Milwaukee Bucks,107,Box Score,,"15,534",/boxscores/201204110MIL.html
15127,8:00p,Sacramento Kings,96,New Orleans Hornets,105,Box Score,,"16,906",/boxscores/201204110NOH.html
15128,8:00p,Los Angeles Clippers,100,Oklahoma City Thunder,98,Box Score,,"18,203",/boxscores/201204110OKC.html
15129,8:30p,Los Angeles Lakers,98,San Antonio Spurs,84,Box Score,,"18,581",/boxscores/201204110SAS.html
15130,9:00p,Minnesota Timberwolves,107,Denver Nuggets,113,Box Score,,"15,823",/boxscores/201204110DEN.html
15131,10:30p,Golden State Warriors,110,Portland Trail Blazers,118,Box Score,,"20,502",/boxscores/201204110POR.html
15132,7:00p,Detroit Pistons,109,Charlotte Bobcats,85,Box Score,,"10,828",/boxscores/201204120CHA.html
15133,8:00p,Miami Heat,86,Chicago Bulls,96,Box Score,OT,"23,015",/boxscores/201204120CHI.html
15134,8:00p,Los Angeles Clippers,95,Minnesota Timberwolves,82,Box Score,,"16,016",/boxscores/201204120MIN.html
15135,8:30p,Memphis Grizzlies,97,San Antonio Spurs,107,Box Score,,"18,581",/boxscores/201204120SAS.html
15136,10:30p,Dallas Mavericks,112,Golden State Warriors,103,Box Score,,"17,929",/boxscores/201204120GSW.html
15137,7:00p,Cleveland Cavaliers,83,Indiana Pacers,102,Box Score,,"13,356",/boxscores/201204130IND.html
15138,7:00p,Atlanta Hawks,109,Orlando Magic,81,Box Score,,"18,846",/boxscores/201204130ORL.html
15139,7:00p,New Jersey Nets,95,Philadelphia 76ers,89,Box Score,,"19,169",/boxscores/201204130PHI.html
15140,7:00p,Boston Celtics,79,Toronto Raptors,84,Box Score,,"17,270",/boxscores/201204130TOR.html
15141,7:30p,Charlotte Bobcats,82,Miami Heat,105,Box Score,,"19,600",/boxscores/201204130MIA.html
15142,7:30p,Washington Wizards,65,New York Knicks,103,Box Score,,"19,763",/boxscores/201204130NYK.html
15143,8:00p,Milwaukee Bucks,113,Detroit Pistons,97,Box Score,,"15,255",/boxscores/201204130DET.html
15144,8:00p,Phoenix Suns,112,Houston Rockets,105,Box Score,,"18,223",/boxscores/201204130HOU.html
15145,8:00p,Utah Jazz,85,New Orleans Hornets,96,Box Score,,"16,326",/boxscores/201204130NOH.html
15146,8:00p,Sacramento Kings,89,Oklahoma City Thunder,115,Box Score,,"18,203",/boxscores/201204130OKC.html
15147,10:30p,Denver Nuggets,97,Los Angeles Lakers,103,Box Score,,"18,997",/boxscores/201204130LAL.html
15148,10:30p,Dallas Mavericks,97,Portland Trail Blazers,94,Box Score,,"20,304",/boxscores/201204130POR.html
15149,3:30p,Golden State Warriors,104,Los Angeles Clippers,112,Box Score,,"19,060",/boxscores/201204140LAC.html
15150,7:00p,Cleveland Cavaliers,98,Washington Wizards,89,Box Score,,"17,200",/boxscores/201204140WAS.html
15151,7:30p,Boston Celtics,94,New Jersey Nets,82,Box Score,,"18,711",/boxscores/201204140NJN.html
15152,8:00p,Utah Jazz,98,Memphis Grizzlies,103,Box Score,,"17,190",/boxscores/201204140MEM.html
15153,8:00p,Oklahoma City Thunder,115,Minnesota Timberwolves,110,Box Score,,"19,552",/boxscores/201204140MIN.html
15154,8:30p,Indiana Pacers,105,Milwaukee Bucks,99,Box Score,,"15,143",/boxscores/201204140MIL.html
15155,9:00p,Phoenix Suns,91,San Antonio Spurs,105,Box Score,,"18,581",/boxscores/201204140SAS.html
15156,1:00p,Miami Heat,93,New York Knicks,85,Box Score,,"19,763",/boxscores/201204150NYK.html
15157,3:30p,Dallas Mavericks,108,Los Angeles Lakers,112,Box Score,OT,"18,997",/boxscores/201204150LAL.html
15158,6:00p,Toronto Raptors,102,Atlanta Hawks,86,Box Score,,"13,845",/boxscores/201204150ATL.html
15159,6:00p,Boston Celtics,94,Charlotte Bobcats,82,Box Score,,"15,169",/boxscores/201204150CHA.html
15160,6:00p,Orlando Magic,100,Cleveland Cavaliers,84,Box Score,,"16,305",/boxscores/201204150CLE.html
15161,6:00p,Chicago Bulls,100,Detroit Pistons,94,Box Score,OT,"17,450",/boxscores/201204150DET.html
15162,6:00p,Portland Trail Blazers,103,Sacramento Kings,104,Box Score,,"16,012",/boxscores/201204150SAC.html
15163,7:00p,Memphis Grizzlies,75,New Orleans Hornets,88,Box Score,,"15,570",/boxscores/201204150NOH.html
15164,8:00p,Houston Rockets,86,Denver Nuggets,101,Box Score,,"17,954",/boxscores/201204150DEN.html
15165,7:00p,New Orleans Hornets,75,Charlotte Bobcats,67,Box Score,,"10,876",/boxscores/201204160CHA.html
15166,7:00p,Minnesota Timberwolves,88,Indiana Pacers,111,Box Score,,"11,845",/boxscores/201204160IND.html
15167,7:00p,Philadelphia 76ers,100,Orlando Magic,113,Box Score,,"18,846",/boxscores/201204160ORL.html
15168,7:00p,Atlanta Hawks,109,Toronto Raptors,87,Box Score,,"15,992",/boxscores/201204160TOR.html
15169,7:30p,Miami Heat,101,New Jersey Nets,98,Box Score,,"18,711",/boxscores/201204160NJN.html
15170,8:00p,Washington Wizards,87,Chicago Bulls,84,Box Score,,"22,307",/boxscores/201204160CHI.html
15171,8:00p,Denver Nuggets,105,Houston Rockets,102,Box Score,,"15,988",/boxscores/201204160HOU.html
15172,9:00p,Dallas Mavericks,121,Utah Jazz,123,Box Score,3OT,"19,363",/boxscores/201204160UTA.html
15173,10:00p,Portland Trail Blazers,107,Phoenix Suns,125,Box Score,,"15,322",/boxscores/201204160PHO.html
15174,10:30p,San Antonio Spurs,120,Golden State Warriors,99,Box Score,,"18,471",/boxscores/201204160GSW.html
15175,10:30p,Oklahoma City Thunder,77,Los Angeles Clippers,92,Box Score,,"19,516",/boxscores/201204160LAC.html
15176,7:00p,Indiana Pacers,102,Philadelphia 76ers,97,Box Score,,"18,969",/boxscores/201204170PHI.html
15177,7:30p,Cleveland Cavaliers,77,Detroit Pistons,116,Box Score,,"11,595",/boxscores/201204170DET.html
15178,8:00p,Memphis Grizzlies,91,Minnesota Timberwolves,84,Box Score,,"16,709",/boxscores/201204170MIN.html
15179,8:00p,Boston Celtics,110,New York Knicks,118,Box Score,,"19,763",/boxscores/201204170NYK.html
15180,10:30p,San Antonio Spurs,112,Los Angeles Lakers,91,Box Score,,"18,997",/boxscores/201204170LAL.html
15181,7:00p,Chicago Bulls,100,Charlotte Bobcats,68,Box Score,,"14,221",/boxscores/201204180CHA.html
15182,7:00p,Philadelphia 76ers,103,Cleveland Cavaliers,87,Box Score,,"14,678",/boxscores/201204180CLE.html
15183,7:00p,Milwaukee Bucks,112,Washington Wizards,121,Box Score,,"14,141",/boxscores/201204180WAS.html
15184,7:30p,Detroit Pistons,84,Atlanta Hawks,116,Box Score,,"14,392",/boxscores/201204180ATL.html
15185,7:30p,Toronto Raptors,72,Miami Heat,96,Box Score,,"19,600",/boxscores/201204180MIA.html
15186,7:30p,New York Knicks,104,New Jersey Nets,95,Box Score,,"18,711",/boxscores/201204180NJN.html
15187,8:00p,Orlando Magic,98,Boston Celtics,102,Box Score,,"18,624",/boxscores/201204180BOS.html
15188,8:00p,New Orleans Hornets,91,Memphis Grizzlies,103,Box Score,,"14,507",/boxscores/201204180MEM.html
15189,8:30p,Houston Rockets,110,Dallas Mavericks,117,Box Score,,"20,508",/boxscores/201204180DAL.html
15190,9:00p,Los Angeles Clippers,104,Denver Nuggets,98,Box Score,,"17,219",/boxscores/201204180DEN.html
15191,10:00p,Oklahoma City Thunder,109,Phoenix Suns,97,Box Score,,"14,873",/boxscores/201204180PHO.html
15192,10:00p,Utah Jazz,112,Portland Trail Blazers,91,Box Score,,"20,545",/boxscores/201204180POR.html
15193,10:00p,San Antonio Spurs,127,Sacramento Kings,102,Box Score,,"16,954",/boxscores/201204180SAC.html
15194,10:30p,Los Angeles Lakers,99,Golden State Warriors,87,Box Score,,"18,547",/boxscores/201204180GSW.html
15195,7:00p,Milwaukee Bucks,109,Indiana Pacers,118,Box Score,,"12,453",/boxscores/201204190IND.html
15196,7:30p,Minnesota Timberwolves,91,Detroit Pistons,80,Box Score,,"12,458",/boxscores/201204190DET.html
15197,8:00p,Chicago Bulls,72,Miami Heat,83,Box Score,,"20,008",/boxscores/201204190MIA.html
15198,8:00p,Houston Rockets,99,New Orleans Hornets,105,Box Score,OT,"18,315",/boxscores/201204190NOH.html
15199,10:30p,Los Angeles Clippers,90,Phoenix Suns,93,Box Score,,"14,644",/boxscores/201204190PHO.html
15200,7:00p,Boston Celtics,92,Atlanta Hawks,97,Box Score,,"16,214",/boxscores/201204200ATL.html
15201,7:00p,Memphis Grizzlies,85,Charlotte Bobcats,80,Box Score,,"13,428",/boxscores/201204200CHA.html
15202,7:30p,New York Knicks,90,Cleveland Cavaliers,98,Box Score,,"19,349",/boxscores/201204200CLE.html
15203,8:30p,Golden State Warriors,94,Dallas Mavericks,104,Box Score,,"20,547",/boxscores/201204200DAL.html
15204,9:30p,Los Angeles Lakers,97,San Antonio Spurs,121,Box Score,,"18,581",/boxscores/201204200SAS.html
15205,10:00p,Oklahoma City Thunder,103,Sacramento Kings,92,Box Score,,"16,882",/boxscores/201204200SAC.html
15206,5:30p,Denver Nuggets,118,Phoenix Suns,107,Box Score,,"15,877",/boxscores/201204210PHO.html
15207,7:00p,Philadelphia 76ers,109,Indiana Pacers,106,Box Score,OT,"17,701",/boxscores/201204210IND.html
15208,7:30p,Washington Wizards,86,Miami Heat,84,Box Score,,"19,722",/boxscores/201204210MIA.html
15209,8:00p,Dallas Mavericks,83,Chicago Bulls,93,Box Score,,"22,945",/boxscores/201204210CHI.html
15210,8:00p,Golden State Warriors,96,Houston Rockets,99,Box Score,,"15,436",/boxscores/201204210HOU.html
15211,8:00p,Portland Trail Blazers,89,Memphis Grizzlies,93,Box Score,,"17,904",/boxscores/201204210MEM.html
15212,8:30p,New Jersey Nets,95,Milwaukee Bucks,106,Box Score,,"15,939",/boxscores/201204210MIL.html
15213,10:30p,Orlando Magic,107,Utah Jazz,117,Box Score,OT,"19,580",/boxscores/201204210UTA.html
15214,1:00p,New York Knicks,113,Atlanta Hawks,112,Box Score,,"18,158",/boxscores/201204220ATL.html
15215,3:30p,Oklahoma City Thunder,106,Los Angeles Lakers,114,Box Score,2OT,"18,997",/boxscores/201204220LAL.html
15216,6:00p,Sacramento Kings,114,Charlotte Bobcats,88,Box Score,,"11,317",/boxscores/201204220CHA.html
15217,6:00p,Toronto Raptors,73,Detroit Pistons,76,Box Score,,"14,370",/boxscores/201204220DET.html
15218,6:00p,Houston Rockets,88,Miami Heat,97,Box Score,,"19,859",/boxscores/201204220MIA.html
15219,7:00p,Golden State Warriors,93,Minnesota Timberwolves,88,Box Score,,"15,872",/boxscores/201204220MIN.html
15220,7:00p,Cleveland Cavaliers,98,San Antonio Spurs,114,Box Score,,"18,581",/boxscores/201204220SAS.html
15221,8:00p,Orlando Magic,74,Denver Nuggets,101,Box Score,,"19,155",/boxscores/201204220DEN.html
15222,9:30p,New Orleans Hornets,98,Los Angeles Clippers,107,Box Score,,"19,060",/boxscores/201204220LAC.html
15223,7:00p,Detroit Pistons,97,Indiana Pacers,103,Box Score,,"13,584",/boxscores/201204230IND.html
15224,7:00p,Charlotte Bobcats,73,Washington Wizards,101,Box Score,,"17,355",/boxscores/201204230WAS.html
15225,7:30p,Philadelphia 76ers,105,New Jersey Nets,87,Box Score,,"18,711",/boxscores/201204230NJN.html
15226,8:00p,Cleveland Cavaliers,101,Memphis Grizzlies,109,Box Score,,"15,504",/boxscores/201204230MEM.html
15227,8:00p,Toronto Raptors,86,Milwaukee Bucks,92,Box Score,,"13,867",/boxscores/201204230MIL.html
15228,8:30p,Portland Trail Blazers,89,San Antonio Spurs,124,Box Score,,"18,581",/boxscores/201204230SAS.html
15229,7:30p,Los Angeles Clippers,102,Atlanta Hawks,109,Box Score,,"18,223",/boxscores/201204240ATL.html
15230,8:00p,Miami Heat,66,Boston Celtics,78,Box Score,,"18,624",/boxscores/201204240BOS.html
15231,8:00p,Sacramento Kings,110,Oklahoma City Thunder,118,Box Score,,"18,203",/boxscores/201204240OKC.html
15232,10:30p,New Orleans Hornets,83,Golden State Warriors,81,Box Score,,"17,598",/boxscores/201204240GSW.html
15233,10:30p,Phoenix Suns,88,Utah Jazz,100,Box Score,,"19,911",/boxscores/201204240UTA.html
15234,7:00p,Washington Wizards,96,Cleveland Cavaliers,85,Box Score,,"18,086",/boxscores/201204250CLE.html
15235,7:00p,Chicago Bulls,92,Indiana Pacers,87,Box Score,,"18,165",/boxscores/201204250IND.html
15236,7:00p,Charlotte Bobcats,95,Orlando Magic,102,Box Score,,"19,152",/boxscores/201204250ORL.html
15237,8:00p,Philadelphia 76ers,90,Milwaukee Bucks,85,Box Score,,"13,489",/boxscores/201204250MIL.html
15238,8:00p,Los Angeles Clippers,93,New York Knicks,99,Box Score,,"19,763",/boxscores/201204250NYK.html
15239,8:00p,Denver Nuggets,106,Oklahoma City Thunder,101,Box Score,,"18,203",/boxscores/201204250OKC.html
15240,10:30p,San Antonio Spurs,110,Phoenix Suns,106,Box Score,,"17,172",/boxscores/201204250PHO.html
15241,7:00p,New Jersey Nets,67,Toronto Raptors,98,Box Score,,"18,161",/boxscores/201204260TOR.html
15242,8:00p,Dallas Mavericks,89,Atlanta Hawks,106,Box Score,,"14,595",/boxscores/201204260ATL.html
15243,8:00p,Milwaukee Bucks,74,Boston Celtics,87,Box Score,,"18,624",/boxscores/201204260BOS.html
15244,8:00p,New York Knicks,104,Charlotte Bobcats,84,Box Score,,"16,023",/boxscores/201204260CHA.html
15245,8:00p,Cleveland Cavaliers,75,Chicago Bulls,107,Box Score,,"22,563",/boxscores/201204260CHI.html
15246,8:00p,Philadelphia 76ers,86,Detroit Pistons,108,Box Score,,"15,372",/boxscores/201204260DET.html
15247,8:00p,New Orleans Hornets,77,Houston Rockets,84,Box Score,,"16,602",/boxscores/201204260HOU.html
15248,8:00p,Orlando Magic,76,Memphis Grizzlies,88,Box Score,,"17,215",/boxscores/201204260MEM.html
15249,8:00p,Denver Nuggets,131,Minnesota Timberwolves,102,Box Score,,"14,824",/boxscores/201204260MIN.html
15250,8:00p,Portland Trail Blazers,94,Utah Jazz,96,Box Score,,"19,554",/boxscores/201204260UTA.html
15251,8:00p,Miami Heat,70,Washington Wizards,104,Box Score,,"19,537",/boxscores/201204260WAS.html
15252,10:30p,San Antonio Spurs,107,Golden State Warriors,101,Box Score,,"18,124",/boxscores/201204260GSW.html
15253,10:30p,Los Angeles Lakers,96,Sacramento Kings,113,Box Score,,"16,281",/boxscores/201204260SAC.html
15254,1:00p,Philadelphia 76ers,91,Chicago Bulls,103,Box Score,,"21,943",/boxscores/201204280CHI.html
15255,3:30p,New York Knicks,67,Miami Heat,100,Box Score,,"19,621",/boxscores/201204280MIA.html
15256,7:00p,Orlando Magic,81,Indiana Pacers,77,Box Score,,"18,165",/boxscores/201204280IND.html
15257,9:30p,Dallas Mavericks,98,Oklahoma City Thunder,99,Box Score,,"18,203",/boxscores/201204280OKC.html
15258,1:00p,Utah Jazz,91,San Antonio Spurs,106,Box Score,,"18,581",/boxscores/201204290SAS.html
15259,3:30p,Denver Nuggets,88,Los Angeles Lakers,103,Box Score,,"18,997",/boxscores/201204290LAL.html
15260,7:00p,Boston Celtics,74,Atlanta Hawks,83,Box Score,,"19,292",/boxscores/201204290ATL.html
15261,9:30p,Los Angeles Clippers,99,Memphis Grizzlies,98,Box Score,,"18,119",/boxscores/201204290MEM.html
15262,7:00p,New York Knicks,94,Miami Heat,104,Box Score,,"19,684",/boxscores/201204300MIA.html
15263,7:30p,Orlando Magic,78,Indiana Pacers,93,Box Score,,"18,165",/boxscores/201204300IND.html
15264,9:30p,Dallas Mavericks,99,Oklahoma City Thunder,102,Box Score,,"18,203",/boxscores/201204300OKC.html
15265,7:30p,Boston Celtics,87,Atlanta Hawks,80,Box Score,,"19,308",/boxscores/201205010ATL.html
15266,8:00p,Philadelphia 76ers,109,Chicago Bulls,92,Box Score,,"22,067",/boxscores/201205010CHI.html
15267,10:30p,Denver Nuggets,100,Los Angeles Lakers,104,Box Score,,"18,997",/boxscores/201205010LAL.html
15268,7:00p,Utah Jazz,83,San Antonio Spurs,114,Box Score,,"18,581",/boxscores/201205020SAS.html
15269,7:30p,Indiana Pacers,97,Orlando Magic,74,Box Score,,"18,846",/boxscores/201205020ORL.html
15270,9:30p,Los Angeles Clippers,98,Memphis Grizzlies,105,Box Score,,"18,119",/boxscores/201205020MEM.html
15271,7:00p,Miami Heat,87,New York Knicks,70,Box Score,,"19,763",/boxscores/201205030NYK.html
15272,9:30p,Oklahoma City Thunder,95,Dallas Mavericks,79,Box Score,,"20,640",/boxscores/201205030DAL.html
15273,7:30p,Atlanta Hawks,84,Boston Celtics,90,Box Score,OT,"18,624",/boxscores/201205040BOS.html
15274,8:00p,Chicago Bulls,74,Philadelphia 76ers,79,Box Score,,"20,381",/boxscores/201205040PHI.html
15275,10:30p,Los Angeles Lakers,84,Denver Nuggets,99,Box Score,,"19,155",/boxscores/201205040DEN.html
15276,2:00p,Indiana Pacers,101,Orlando Magic,99,Box Score,OT,"18,846",/boxscores/201205050ORL.html
15277,4:30p,Memphis Grizzlies,86,Los Angeles Clippers,87,Box Score,,"19,060",/boxscores/201205050LAC.html
15278,7:30p,Oklahoma City Thunder,103,Dallas Mavericks,97,Box Score,,"20,533",/boxscores/201205050DAL.html
15279,10:00p,San Antonio Spurs,102,Utah Jazz,90,Box Score,,"19,911",/boxscores/201205050UTA.html
15280,1:00p,Chicago Bulls,82,Philadelphia 76ers,89,Box Score,,"20,412",/boxscores/201205060PHI.html
15281,3:30p,Miami Heat,87,New York Knicks,89,Box Score,,"19,763",/boxscores/201205060NYK.html
