,Start,Away,A-Pts-F,Home,H-Pts-F,Box,OT?,Attend.,Link
15282,7:00p,Atlanta Hawks,79,Boston Celtics,101,Box Score,,"18,624",/boxscores/201205060BOS.html
15283,9:30p,Los Angeles Lakers,92,Denver Nuggets,88,Box Score,,"19,155",/boxscores/201205060DEN.html
15284,8:00p,San Antonio Spurs,87,Utah Jazz,81,Box Score,,"19,911",/boxscores/201205070UTA.html
15285,10:30p,Memphis Grizzlies,97,Los Angeles Clippers,101,Box Score,OT,"19,167",/boxscores/201205070LAC.html
15286,7:00p,Orlando Magic,87,Indiana Pacers,105,Box Score,,"18,165",/boxscores/201205080IND.html
15287,8:00p,Boston Celtics,86,Atlanta Hawks,87,Box Score,,"19,319",/boxscores/201205080ATL.html
15288,9:30p,Philadelphia 76ers,69,Chicago Bulls,77,Box Score,,"22,093",/boxscores/201205080CHI.html
15289,10:30p,Denver Nuggets,102,Los Angeles Lakers,99,Box Score,,"18,997",/boxscores/201205080LAL.html
15290,7:00p,New York Knicks,94,Miami Heat,106,Box Score,,"19,754",/boxscores/201205090MIA.html
15291,9:30p,Los Angeles Clippers,80,Memphis Grizzlies,92,Box Score,,"18,119",/boxscores/201205090MEM.html
15292,7:00p,Chicago Bulls,78,Philadelphia 76ers,79,Box Score,,"20,362",/boxscores/201205100PHI.html
15293,8:00p,Atlanta Hawks,80,Boston Celtics,83,Box Score,,"18,624",/boxscores/201205100BOS.html
15294,10:30p,Los Angeles Lakers,96,Denver Nuggets,113,Box Score,,"19,770",/boxscores/201205100DEN.html
15295,9:00p,Memphis Grizzlies,90,Los Angeles Clippers,88,Box Score,,"19,060",/boxscores/201205110LAC.html
15296,8:00p,Philadelphia 76ers,91,Boston Celtics,92,Box Score,,"18,624",/boxscores/201205120BOS.html
15297,10:30p,Denver Nuggets,87,Los Angeles Lakers,96,Box Score,,"18,997",/boxscores/201205120LAL.html
15298,1:00p,Los Angeles Clippers,82,Memphis Grizzlies,72,Box Score,,"18,119",/boxscores/201205130MEM.html
15299,3:30p,Indiana Pacers,86,Miami Heat,95,Box Score,,"19,600",/boxscores/201205130MIA.html
15300,7:00p,Philadelphia 76ers,82,Boston Celtics,81,Box Score,,"18,624",/boxscores/201205140BOS.html
15301,9:30p,Los Angeles Lakers,90,Oklahoma City Thunder,119,Box Score,,"18,203",/boxscores/201205140OKC.html
15302,7:00p,Indiana Pacers,78,Miami Heat,75,Box Score,,"19,828",/boxscores/201205150MIA.html
15303,9:30p,Los Angeles Clippers,92,San Antonio Spurs,108,Box Score,,"18,581",/boxscores/201205150SAS.html
15304,7:00p,Boston Celtics,107,Philadelphia 76ers,91,Box Score,,"20,351",/boxscores/201205160PHI.html
15305,9:30p,Los Angeles Lakers,75,Oklahoma City Thunder,77,Box Score,,"18,203",/boxscores/201205160OKC.html
15306,7:00p,Miami Heat,75,Indiana Pacers,94,Box Score,,"18,165",/boxscores/201205170IND.html
15307,9:30p,Los Angeles Clippers,88,San Antonio Spurs,105,Box Score,,"18,581",/boxscores/201205170SAS.html
15308,8:00p,Boston Celtics,83,Philadelphia 76ers,92,Box Score,,"20,411",/boxscores/201205180PHI.html
15309,10:30p,Oklahoma City Thunder,96,Los Angeles Lakers,99,Box Score,,"18,997",/boxscores/201205180LAL.html
15310,3:30p,San Antonio Spurs,96,Los Angeles Clippers,86,Box Score,,"19,060",/boxscores/201205190LAC.html
15311,10:30p,Oklahoma City Thunder,103,Los Angeles Lakers,100,Box Score,,"18,997",/boxscores/201205190LAL.html
15312,3:30p,Miami Heat,101,Indiana Pacers,93,Box Score,,"18,165",/boxscores/201205200IND.html
15313,10:30p,San Antonio Spurs,102,Los Angeles Clippers,99,Box Score,,"19,060",/boxscores/201205200LAC.html
15314,7:00p,Philadelphia 76ers,85,Boston Celtics,101,Box Score,,"18,624",/boxscores/201205210BOS.html
15315,9:30p,Los Angeles Lakers,90,Oklahoma City Thunder,106,Box Score,,"18,203",/boxscores/201205210OKC.html
15316,8:00p,Indiana Pacers,83,Miami Heat,115,Box Score,,"20,097",/boxscores/201205220MIA.html
15317,8:00p,Boston Celtics,75,Philadelphia 76ers,82,Box Score,,"20,403",/boxscores/201205230PHI.html
15318,8:00p,Miami Heat,105,Indiana Pacers,93,Box Score,,"18,165",/boxscores/201205240IND.html
15319,8:00p,Philadelphia 76ers,75,Boston Celtics,85,Box Score,,"18,624",/boxscores/201205260BOS.html
15320,8:30p,Oklahoma City Thunder,98,San Antonio Spurs,101,Box Score,,"18,581",/boxscores/201205270SAS.html
15321,8:30p,Boston Celtics,79,Miami Heat,93,Box Score,,"19,912",/boxscores/201205280MIA.html
15322,9:00p,Oklahoma City Thunder,111,San Antonio Spurs,120,Box Score,,"18,581",/boxscores/201205290SAS.html
15323,8:30p,Boston Celtics,111,Miami Heat,115,Box Score,OT,"19,973",/boxscores/201205300MIA.html
15324,9:00p,San Antonio Spurs,82,Oklahoma City Thunder,102,Box Score,,"18,203",/boxscores/201205310OKC.html
15325,8:30p,Miami Heat,91,Boston Celtics,101,Box Score,,"18,624",/boxscores/201206010BOS.html
15326,8:30p,San Antonio Spurs,103,Oklahoma City Thunder,109,Box Score,,"18,203",/boxscores/201206020OKC.html
15327,8:30p,Miami Heat,91,Boston Celtics,93,Box Score,OT,"18,624",/boxscores/201206030BOS.html
15328,9:00p,Oklahoma City Thunder,108,San Antonio Spurs,103,Box Score,,"18,581",/boxscores/201206040SAS.html
15329,8:30p,Boston Celtics,94,Miami Heat,90,Box Score,,"20,021",/boxscores/201206050MIA.html
15330,9:00p,San Antonio Spurs,99,Oklahoma City Thunder,107,Box Score,,"18,203",/boxscores/201206060OKC.html
15331,8:30p,Miami Heat,98,Boston Celtics,79,Box Score,,"18,624",/boxscores/201206070BOS.html
15332,8:30p,Boston Celtics,88,Miami Heat,101,Box Score,,"20,114",/boxscores/201206090MIA.html
15333,9:00p,Miami Heat,94,Oklahoma City Thunder,105,Box Score,,"18,203",/boxscores/201206120OKC.html
15334,9:00p,Miami Heat,100,Oklahoma City Thunder,96,Box Score,,"18,203",/boxscores/201206140OKC.html
15335,8:00p,Oklahoma City Thunder,85,Miami Heat,91,Box Score,,"20,003",/boxscores/201206170MIA.html
15336,9:00p,Oklahoma City Thunder,98,Miami Heat,104,Box Score,,"20,003",/boxscores/201206190MIA.html
15337,9:00p,Oklahoma City Thunder,106,Miami Heat,121,Box Score,,"20,003",/boxscores/201206210MIA.html
15338,7:00p,Washington Wizards,84,Cleveland Cavaliers,94,Box Score,,"20,562",/boxscores/201210300CLE.html
15339,8:00p,Boston Celtics,107,Miami Heat,120,Box Score,,"20,296",/boxscores/201210300MIA.html
15340,10:30p,Dallas Mavericks,99,Los Angeles Lakers,91,Box Score,,"18,997",/boxscores/201210300LAL.html
15341,7:00p,Denver Nuggets,75,Philadelphia 76ers,84,Box Score,,"19,101",/boxscores/201210310PHI.html
15342,7:00p,Indiana Pacers,90,Toronto Raptors,88,Box Score,,"19,800",/boxscores/201210310TOR.html
15343,7:30p,Houston Rockets,105,Detroit Pistons,96,Box Score,,"16,646",/boxscores/201210310DET.html
15344,8:00p,Sacramento Kings,87,Chicago Bulls,93,Box Score,,"21,313",/boxscores/201210310CHI.html
15345,8:00p,San Antonio Spurs,99,New Orleans Hornets,95,Box Score,,"15,358",/boxscores/201210310NOH.html
15346,9:00p,Dallas Mavericks,94,Utah Jazz,113,Box Score,,"17,634",/boxscores/201210310UTA.html
15347,10:00p,Golden State Warriors,87,Phoenix Suns,85,Box Score,,"15,678",/boxscores/201210310PHO.html
15348,10:30p,Memphis Grizzlies,92,Los Angeles Clippers,101,Box Score,,"19,060",/boxscores/201210310LAC.html
15349,10:30p,Los Angeles Lakers,106,Portland Trail Blazers,116,Box Score,,"20,401",/boxscores/201210310POR.html
15350,9:30p,Oklahoma City Thunder,84,San Antonio Spurs,86,Box Score,,"18,581",/boxscores/201211010SAS.html
15351,7:00p,Indiana Pacers,89,Charlotte Bobcats,90,Box Score,,"19,124",/boxscores/201211020CHA.html
15352,7:00p,Denver Nuggets,89,Orlando Magic,102,Box Score,,"18,846",/boxscores/201211020ORL.html
15353,7:30p,Houston Rockets,109,Atlanta Hawks,102,Box Score,,"18,238",/boxscores/201211020ATL.html
15354,7:30p,Milwaukee Bucks,99,Boston Celtics,88,Box Score,,"18,624",/boxscores/201211020BOS.html
15355,7:30p,Chicago Bulls,115,Cleveland Cavaliers,86,Box Score,,"20,562",/boxscores/201211020CLE.html
15356,8:00p,Sacramento Kings,80,Minnesota Timberwolves,92,Box Score,,"19,356",/boxscores/201211020MIN.html
15357,8:00p,Utah Jazz,86,New Orleans Hornets,88,Box Score,,"14,147",/boxscores/201211020NOH.html
15358,8:00p,Miami Heat,84,New York Knicks,104,Box Score,,"19,033",/boxscores/201211020NYK.html
15359,8:00p,Portland Trail Blazers,92,Oklahoma City Thunder,106,Box Score,,"18,203",/boxscores/201211020OKC.html
15360,10:00p,Detroit Pistons,89,Phoenix Suns,92,Box Score,,"15,107",/boxscores/201211020PHO.html
15361,10:30p,Memphis Grizzlies,104,Golden State Warriors,94,Box Score,,"19,596",/boxscores/201211020GSW.html
15362,10:30p,Los Angeles Clippers,105,Los Angeles Lakers,95,Box Score,,"18,997",/boxscores/201211020LAL.html
15363,7:00p,Sacramento Kings,98,Indiana Pacers,106,Box Score,2OT,"18,165",/boxscores/201211030IND.html
15364,7:00p,Boston Celtics,89,Washington Wizards,86,Box Score,,"20,308",/boxscores/201211030WAS.html
15365,7:30p,Toronto Raptors,100,Brooklyn Nets,107,Box Score,,"17,732",/boxscores/201211030BRK.html
15366,7:30p,Denver Nuggets,116,Miami Heat,119,Box Score,,"20,104",/boxscores/201211030MIA.html
15367,8:00p,New Orleans Hornets,89,Chicago Bulls,82,Box Score,,"21,758",/boxscores/201211030CHI.html
15368,8:00p,Portland Trail Blazers,95,Houston Rockets,85,Box Score,OT,"18,140",/boxscores/201211030HOU.html
15369,8:30p,Charlotte Bobcats,99,Dallas Mavericks,126,Box Score,,"19,490",/boxscores/201211030DAL.html
15370,8:30p,Cleveland Cavaliers,102,Milwaukee Bucks,105,Box Score,,"17,086",/boxscores/201211030MIL.html
15371,8:30p,Utah Jazz,100,San Antonio Spurs,110,Box Score,,"18,581",/boxscores/201211030SAS.html
15372,10:30p,Golden State Warriors,114,Los Angeles Clippers,110,Box Score,,"19,060",/boxscores/201211030LAC.html
15373,12:00p,Philadelphia 76ers,84,New York Knicks,100,Box Score,,"19,033",/boxscores/201211040NYK.html
15374,6:00p,Phoenix Suns,94,Orlando Magic,115,Box Score,,"17,022",/boxscores/201211040ORL.html
15375,6:00p,Minnesota Timberwolves,86,Toronto Raptors,105,Box Score,,"16,754",/boxscores/201211040TOR.html
15376,7:00p,Atlanta Hawks,104,Oklahoma City Thunder,95,Box Score,,"18,203",/boxscores/201211040OKC.html
15377,9:30p,Detroit Pistons,79,Los Angeles Lakers,108,Box Score,,"18,997",/boxscores/201211040LAL.html
15378,7:00p,New York Knicks,110,Philadelphia 76ers,88,Box Score,,"15,783",/boxscores/201211050PHI.html
15379,7:30p,Minnesota Timberwolves,107,Brooklyn Nets,96,Box Score,,"14,017",/boxscores/201211050BRK.html
15380,7:30p,Phoenix Suns,99,Miami Heat,124,Box Score,,"19,600",/boxscores/201211050MIA.html
15381,8:00p,Utah Jazz,94,Memphis Grizzlies,103,Box Score,,"17,401",/boxscores/201211050MEM.html
15382,8:30p,Portland Trail Blazers,91,Dallas Mavericks,114,Box Score,,"19,521",/boxscores/201211050DAL.html
15383,8:30p,Indiana Pacers,79,San Antonio Spurs,101,Box Score,,"17,158",/boxscores/201211050SAS.html
15384,10:00p,Golden State Warriors,92,Sacramento Kings,94,Box Score,,"17,317",/boxscores/201211050SAC.html
15385,10:30p,Cleveland Cavaliers,108,Los Angeles Clippers,101,Box Score,,"19,060",/boxscores/201211050LAC.html
15386,8:00p,Orlando Magic,93,Chicago Bulls,99,Box Score,,"21,216",/boxscores/201211060CHI.html
15387,8:00p,Toronto Raptors,88,Oklahoma City Thunder,108,Box Score,,"18,203",/boxscores/201211060OKC.html
15388,9:00p,Detroit Pistons,97,Denver Nuggets,109,Box Score,,"19,155",/boxscores/201211060DEN.html
15389,7:00p,Phoenix Suns,117,Charlotte Bobcats,110,Box Score,,"13,905",/boxscores/201211070CHA.html
15390,7:30p,Indiana Pacers,86,Atlanta Hawks,89,Box Score,,"10,684",/boxscores/201211070ATL.html
15391,7:30p,Washington Wizards,94,Boston Celtics,100,Box Score,OT,"18,624",/boxscores/201211070BOS.html
15392,7:30p,Brooklyn Nets,73,Miami Heat,103,Box Score,,"19,627",/boxscores/201211070MIA.html
15393,8:00p,Denver Nuggets,93,Houston Rockets,87,Box Score,,"13,372",/boxscores/201211070HOU.html
15394,8:00p,Memphis Grizzlies,108,Milwaukee Bucks,90,Box Score,,"11,465",/boxscores/201211070MIL.html
15395,8:00p,Orlando Magic,75,Minnesota Timberwolves,90,Box Score,,"17,121",/boxscores/201211070MIN.html
15396,8:00p,Philadelphia 76ers,77,New Orleans Hornets,62,Box Score,,"12,988",/boxscores/201211070NOH.html
15397,8:30p,Toronto Raptors,104,Dallas Mavericks,109,Box Score,,"19,763",/boxscores/201211070DAL.html
15398,9:00p,Los Angeles Lakers,86,Utah Jazz,95,Box Score,,"19,911",/boxscores/201211070UTA.html
15399,10:00p,Detroit Pistons,103,Sacramento Kings,105,Box Score,,"10,185",/boxscores/201211070SAC.html
15400,10:30p,Cleveland Cavaliers,96,Golden State Warriors,106,Box Score,,"18,124",/boxscores/201211070GSW.html
15401,10:30p,San Antonio Spurs,84,Los Angeles Clippers,106,Box Score,,"19,060",/boxscores/201211070LAC.html
15402,8:00p,Oklahoma City Thunder,97,Chicago Bulls,91,Box Score,,"21,737",/boxscores/201211080CHI.html
15403,10:30p,Los Angeles Clippers,103,Portland Trail Blazers,90,Box Score,,"20,425",/boxscores/201211080POR.html
15404,7:00p,Brooklyn Nets,107,Orlando Magic,68,Box Score,,"17,532",/boxscores/201211090ORL.html
15405,7:00p,Milwaukee Bucks,101,Washington Wizards,91,Box Score,,"14,531",/boxscores/201211090WAS.html
15406,7:30p,Miami Heat,95,Atlanta Hawks,89,Box Score,,"16,785",/boxscores/201211090ATL.html
15407,7:30p,Philadelphia 76ers,106,Boston Celtics,100,Box Score,,"18,624",/boxscores/201211090BOS.html
15408,7:30p,Dallas Mavericks,94,New York Knicks,104,Box Score,,"19,033",/boxscores/201211090NYK.html
15409,8:00p,Houston Rockets,85,Memphis Grizzlies,93,Box Score,,"16,087",/boxscores/201211090MEM.html
15410,8:00p,Indiana Pacers,94,Minnesota Timberwolves,96,Box Score,,"18,222",/boxscores/201211090MIN.html
15411,8:00p,Charlotte Bobcats,99,New Orleans Hornets,107,Box Score,,"12,668",/boxscores/201211090NOH.html
15412,8:00p,Detroit Pistons,94,Oklahoma City Thunder,105,Box Score,,"18,203",/boxscores/201211090OKC.html
15413,9:00p,Cleveland Cavaliers,105,Phoenix Suns,107,Box Score,,"15,236",/boxscores/201211090PHO.html
15414,10:00p,San Antonio Spurs,97,Sacramento Kings,86,Box Score,,"13,505",/boxscores/201211090SAC.html
15415,10:30p,Utah Jazz,84,Denver Nuggets,104,Box Score,,"15,523",/boxscores/201211090DEN.html
15416,10:30p,Golden State Warriors,77,Los Angeles Lakers,101,Box Score,,"18,997",/boxscores/201211090LAL.html
15417,7:00p,Washington Wizards,85,Indiana Pacers,89,Box Score,,"12,036",/boxscores/201211100IND.html
15418,7:00p,Philadelphia 76ers,93,Toronto Raptors,83,Box Score,,"19,800",/boxscores/201211100TOR.html
15419,7:30p,Dallas Mavericks,97,Charlotte Bobcats,101,Box Score,OT,"15,763",/boxscores/201211100CHA.html
15420,8:00p,Minnesota Timberwolves,80,Chicago Bulls,87,Box Score,,"21,974",/boxscores/201211100CHI.html
15421,8:00p,Detroit Pistons,82,Houston Rockets,96,Box Score,,"15,037",/boxscores/201211100HOU.html
15422,8:30p,Boston Celtics,96,Milwaukee Bucks,92,Box Score,,"14,589",/boxscores/201211100MIL.html
15423,9:00p,Phoenix Suns,81,Utah Jazz,94,Box Score,,"19,100",/boxscores/201211100UTA.html
15424,10:00p,San Antonio Spurs,112,Portland Trail Blazers,109,Box Score,,"20,447",/boxscores/201211100POR.html
15425,10:30p,Denver Nuggets,107,Golden State Warriors,101,Box Score,2OT,"19,596",/boxscores/201211100GSW.html
15426,3:00p,Orlando Magic,74,Brooklyn Nets,82,Box Score,,"16,523",/boxscores/201211110BRK.html
15427,3:30p,Atlanta Hawks,76,Los Angeles Clippers,89,Box Score,,"19,060",/boxscores/201211110LAC.html
15428,6:00p,Miami Heat,86,Memphis Grizzlies,104,Box Score,,"18,119",/boxscores/201211110MEM.html
15429,7:00p,Cleveland Cavaliers,91,Oklahoma City Thunder,106,Box Score,,"18,203",/boxscores/201211110OKC.html
15430,9:30p,Sacramento Kings,90,Los Angeles Lakers,103,Box Score,,"18,997",/boxscores/201211110LAL.html
15431,7:00p,Milwaukee Bucks,105,Philadelphia 76ers,96,Box Score,,"15,086",/boxscores/201211120PHI.html
15432,7:00p,Utah Jazz,140,Toronto Raptors,133,Box Score,3OT,"18,230",/boxscores/201211120TOR.html
15433,7:30p,Oklahoma City Thunder,92,Detroit Pistons,90,Box Score,,"12,784",/boxscores/201211120DET.html
15434,8:00p,Boston Celtics,101,Chicago Bulls,95,Box Score,,"21,712",/boxscores/201211120CHI.html
15435,8:00p,Miami Heat,113,Houston Rockets,110,Box Score,,"18,041",/boxscores/201211120HOU.html
15436,8:30p,Minnesota Timberwolves,90,Dallas Mavericks,82,Box Score,,"19,322",/boxscores/201211120DAL.html
15437,9:00p,Denver Nuggets,100,Phoenix Suns,110,Box Score,,"14,060",/boxscores/201211120PHO.html
15438,10:00p,Atlanta Hawks,95,Portland Trail Blazers,87,Box Score,,"19,095",/boxscores/201211120POR.html
15439,7:00p,Washington Wizards,76,Charlotte Bobcats,92,Box Score,,"11,139",/boxscores/201211130CHA.html
15440,7:00p,Toronto Raptors,74,Indiana Pacers,72,Box Score,,"11,947",/boxscores/201211130IND.html
15441,7:00p,New York Knicks,99,Orlando Magic,89,Box Score,,"18,846",/boxscores/201211130ORL.html
15442,7:30p,Cleveland Cavaliers,101,Brooklyn Nets,114,Box Score,,"17,032",/boxscores/201211130BRK.html
15443,10:00p,Portland Trail Blazers,103,Sacramento Kings,86,Box Score,,"10,153",/boxscores/201211130SAC.html
15444,10:30p,San Antonio Spurs,84,Los Angeles Lakers,82,Box Score,,"18,997",/boxscores/201211130LAL.html
15445,7:00p,Detroit Pistons,94,Philadelphia 76ers,76,Box Score,,"11,879",/boxscores/201211140PHI.html
15446,7:30p,Utah Jazz,93,Boston Celtics,98,Box Score,,"18,624",/boxscores/201211140BOS.html
15447,8:00p,New Orleans Hornets,96,Houston Rockets,100,Box Score,,"14,535",/boxscores/201211140HOU.html
15448,8:00p,Indiana Pacers,85,Milwaukee Bucks,99,Box Score,,"11,573",/boxscores/201211140MIL.html
15449,8:00p,Charlotte Bobcats,89,Minnesota Timberwolves,87,Box Score,,"13,272",/boxscores/201211140MIN.html
15450,8:00p,Memphis Grizzlies,107,Oklahoma City Thunder,97,Box Score,,"18,203",/boxscores/201211140OKC.html
15451,8:30p,Washington Wizards,101,Dallas Mavericks,107,Box Score,,"19,560",/boxscores/201211140DAL.html
15452,9:00p,Chicago Bulls,112,Phoenix Suns,106,Box Score,OT,"15,305",/boxscores/201211140PHO.html
15453,10:30p,Atlanta Hawks,88,Golden State Warriors,92,Box Score,,"18,107",/boxscores/201211140GSW.html
15454,10:30p,Miami Heat,100,Los Angeles Clippers,107,Box Score,,"19,146",/boxscores/201211140LAC.html
15455,8:00p,Boston Celtics,97,Brooklyn Nets,102,Box Score,,"17,732",/boxscores/201211150BRK.html
15456,8:30p,New York Knicks,104,San Antonio Spurs,100,Box Score,,"18,581",/boxscores/201211150SAS.html
15457,10:30p,Miami Heat,98,Denver Nuggets,93,Box Score,,"19,155",/boxscores/201211150DEN.html
15458,7:00p,Dallas Mavericks,83,Indiana Pacers,103,Box Score,,"15,110",/boxscores/201211160IND.html
15459,7:00p,Utah Jazz,93,Philadelphia 76ers,99,Box Score,,"15,851",/boxscores/201211160PHI.html
15460,7:30p,Orlando Magic,110,Detroit Pistons,106,Box Score,,"11,594",/boxscores/201211160DET.html
15461,8:00p,Golden State Warriors,106,Minnesota Timberwolves,98,Box Score,,"16,013",/boxscores/201211160MIN.html
15462,8:00p,Oklahoma City Thunder,110,New Orleans Hornets,95,Box Score,,"15,458",/boxscores/201211160NOH.html
15463,9:30p,New York Knicks,95,Memphis Grizzlies,105,Box Score,,"17,516",/boxscores/201211160MEM.html
15464,10:00p,Houston Rockets,117,Portland Trail Blazers,119,Box Score,OT,"20,382",/boxscores/201211160POR.html
15465,10:00p,Atlanta Hawks,112,Sacramento Kings,96,Box Score,,"11,814",/boxscores/201211160SAC.html
15466,10:30p,Phoenix Suns,102,Los Angeles Lakers,114,Box Score,,"18,997",/boxscores/201211160LAL.html
15467,12:30p,Toronto Raptors,89,Boston Celtics,107,Box Score,,"18,624",/boxscores/201211170BOS.html
15468,7:00p,Utah Jazz,83,Washington Wizards,76,Box Score,,"16,210",/boxscores/201211170WAS.html
15469,7:30p,Memphis Grizzlies,94,Charlotte Bobcats,87,Box Score,,"16,541",/boxscores/201211170CHA.html
15470,7:30p,Dallas Mavericks,103,Cleveland Cavaliers,95,Box Score,,"18,633",/boxscores/201211170CLE.html
15471,8:30p,New Orleans Hornets,113,Milwaukee Bucks,117,Box Score,,"14,731",/boxscores/201211170MIL.html
15472,8:30p,Denver Nuggets,100,San Antonio Spurs,126,Box Score,,"18,581",/boxscores/201211170SAS.html
15473,9:00p,Chicago Bulls,80,Los Angeles Clippers,101,Box Score,,"19,060",/boxscores/201211170LAC.html
15474,9:00p,Miami Heat,97,Phoenix Suns,88,Box Score,,"16,840",/boxscores/201211170PHO.html
15475,12:00p,Indiana Pacers,76,New York Knicks,88,Box Score,,"19,033",/boxscores/201211180NYK.html
15476,1:00p,Orlando Magic,86,Toronto Raptors,97,Box Score,,"18,702",/boxscores/201211180TOR.html
15477,6:00p,Cleveland Cavaliers,79,Philadelphia 76ers,86,Box Score,,"15,021",/boxscores/201211180PHI.html
15478,6:00p,Brooklyn Nets,99,Sacramento Kings,90,Box Score,,"11,965",/boxscores/201211180SAC.html
15479,7:00p,Golden State Warriors,109,Oklahoma City Thunder,119,Box Score,,"18,203",/boxscores/201211180OKC.html
